CPU_CYCLES, INSTRUCTIONS, CACHE_MISSES, BRANCH_MISSES, LABEL
00:03:45.940 119847572 30304434 575688 6823 1.0
00:03:46.140 119846802 30310978 575817 6822 1.0
00:03:46.540 119847053 30115817 581630 6827 1.0
00:03:46.740 119847467 31685817 572350 6801 1.0
00:03:46.940 119846717 30305610 575761 6813 1.0
00:03:47.140 119846739 30310444 575803 6822 1.0
00:03:47.540 119847123 30124460 581763 6847 1.0
00:03:47.740 119847621 31775624 572237 6790 1.0
00:03:47.940 119846622 30305221 575761 6827 1.0
00:03:48.140 119847450 30319041 575935 6824 1.0
00:03:48.540 119847888 30113981 581582 6831 1.0
00:03:48.740 119846717 31752171 572116 6792 1.0
00:03:48.940 119846741 30312156 575848 6832 1.0
00:03:49.140 119847460 30303198 575708 6819 1.0
00:03:49.540 119847966 30116905 581581 6846 1.0
00:03:49.740 119846724 31727103 572291 6785 1.0
00:03:49.940 119847566 30308018 575786 6829 1.0
00:03:50.140 119846711 30309299 575820 6841 1.0
00:03:50.540 119847112 30117135 581582 6831 1.0
00:03:50.740 119847505 31727248 572231 6798 1.0
00:03:50.940 119846743 30311152 575845 6821 1.0
00:03:51.140 119846745 30305623 575675 6832 1.0
00:03:51.540 119847119 30110328 581461 6839 1.0
00:03:51.740 119847487 31725978 572489 6787 1.0
00:03:51.940 119846670 30301726 575638 6822 1.0
00:03:52.140 119847445 30305663 575708 6827 1.0
00:03:52.540 119847770 30209928 578666 6806 1.0
00:03:52.740 119846753 31694034 572395 6808 1.0
