CPU_CYCLES, INSTRUCTIONS, CACHE_MISSES, BRANCH_MISSES, LABEL
00:08:27.907 119854808 19867345 275504 145 1.0
00:08:28.107 119854858 19783214 276309 144 1.0
00:08:28.307 119855537 19888541 275500 145 1.0
00:08:28.707 119856053 19483825 279105 73 1.0
00:08:28.907 119854893 19867273 275504 140 1.0
00:08:29.107 119854787 19791478 276427 143 1.0
00:08:29.307 119855525 19879649 275385 146 1.0
00:08:29.707 119856017 19491928 279220 76 1.0
00:08:29.907 119854877 19867463 275505 146 1.0
00:08:30.107 119855619 19783375 276315 143 1.0
00:08:30.307 119854898 19880301 275381 142 1.0
00:08:30.707 119856063 19483851 279106 69 1.0
00:08:30.907 119854921 19867334 275504 149 1.0
00:08:31.107 119855577 19791421 276430 144 1.0
00:08:31.307 119854870 19880116 275379 140 1.0
00:08:31.707 119855305 19483686 279100 78 1.0
00:08:31.907 119854809 19875706 275623 140 1.0
00:08:32.107 119855565 19783290 276313 145 1.0
00:08:32.307 119854655 19880326 275378 147 1.0
00:08:32.707 119855339 19483715 279101 73 1.0
00:08:32.907 119855539 19867709 275508 142 1.0
00:08:33.107 119854962 19783237 276309 144 1.0
00:08:33.307 119854921 19888630 275500 145 1.0
00:08:33.707 119855320 19483698 279100 77 1.0
00:08:33.907 119855611 19875754 275627 139 1.0
00:08:34.107 119854891 19783227 276309 147 1.0
00:08:34.307 119854786 19880301 275379 143 1.0
00:08:34.707 119855388 19491467 279212 78 1.0
00:08:34.907 119855628 19867415 275507 139 1.0
00:08:35.107 119854937 19783230 276310 144 1.0
00:08:35.307 119855600 19888348 275501 143 1.0
00:08:35.707 119855324 19483719 279100 69 1.0
00:08:35.907 119855519 19867573 275508 143 1.0
00:08:36.107 119854815 19791453 276427 149 1.0
00:08:36.307 119855620 19880453 275384 144 1.0
00:08:36.707 119855951 19492233 279226 74 1.0
00:08:36.907 119854814 19867351 275503 134 1.0
00:08:37.107 119854869 19783173 276309 140 1.0
00:08:37.307 119855541 19880426 275383 144 1.0
00:08:37.707 119856102 19483857 279106 71 1.0
00:08:37.907 119854830 19867436 275503 138 1.0
00:08:38.107 119854775 19791347 276425 151 1.0
00:08:38.307 119855560 19880364 275386 143 1.0
00:08:38.707 119855982 19483793 279104 74 1.0
00:08:38.907 119854911 19875431 275619 142 1.0
00:08:39.107 119855626 19783259 276312 139 1.0
00:08:39.307 119854824 19880353 275380 139 1.0
00:08:39.707 119856054 19491832 279220 71 1.0
00:08:39.907 119854748 19867299 275501 147 1.0
00:08:40.107 119855632 19783367 276314 145 1.0
00:08:40.307 119854967 19888436 275497 151 1.0
00:08:40.707 119855384 19631957 277700 102 1.0
00:08:40.907 119854890 19880247 275382 142 1.0
00:08:41.107 119855633 19791744 276434 139 1.0
00:08:41.507 119856091 19483865 279105 70 1.0
00:08:41.707 119854924 19791339 276428 149 1.0
00:08:41.907 119855652 19880492 275387 139 1.0
00:08:42.107 119854741 19783138 276308 147 1.0
00:08:42.507 119856047 19492044 279223 75 1.0
00:08:42.707 119854901 19783144 276310 147 1.0
00:08:42.907 119855624 19880393 275385 141 1.0
00:08:43.107 119854928 19790731 276424 146 1.0
00:08:43.507 119856094 19483744 279103 72 1.0
00:08:43.707 119854719 19783040 276308 142 1.0
00:08:43.907 119855627 19888642 275503 142 1.0
00:08:44.107 119854779 19783180 276308 146 1.0
00:08:44.507 119855384 19491878 279217 84 1.0
00:08:44.707 119854863 19783232 276312 144 1.0
00:08:44.907 119855521 19880569 275384 138 1.0
00:08:45.107 119854812 19783195 276309 143 1.0
00:08:45.507 119855313 19483719 279100 73 1.0
00:08:45.707 119855557 19783287 276315 145 1.0
00:08:45.907 119854794 19888448 275497 145 1.0
00:08:46.107 119854903 19783266 276309 147 1.0
00:08:46.507 119855415 19483563 279098 79 1.0
00:08:46.707 119855587 19791374 276430 146 1.0
00:08:46.907 119854880 19880269 275380 146 1.0
00:08:47.107 119854783 19782870 276305 148 1.0
00:08:47.507 119855274 19483474 279097 72 1.0
00:08:47.707 119855604 19783109 276312 147 1.0
00:08:47.907 119854895 19880044 275378 139 1.0
00:08:48.107 119855620 19791309 276428 149 1.0
00:08:48.507 119855316 19483645 279100 73 1.0
00:08:48.707 119855567 19791628 276433 148 1.0
00:08:48.907 119854802 19880289 275383 140 1.0
00:08:49.107 119855536 19783346 276313 139 1.0
00:08:49.507 119856097 19492148 279225 69 1.0
00:08:49.707 119854827 19783060 276308 144 1.0
00:08:49.907 119854799 19880290 275382 146 1.0
00:08:50.107 119855441 19791479 276430 141 1.0
00:08:50.507 119856186 19483828 279105 74 1.0
00:08:50.707 119854855 19782936 276307 147 1.0
00:08:50.907 119855608 19887497 275488 141 1.0
00:08:51.107 119854808 19783317 276310 146 1.0
00:08:51.507 119856111 19491900 279220 79 1.0
00:08:51.707 119854871 19783113 276309 144 1.0
00:08:51.907 119855518 19880335 275384 137 1.0
00:08:52.107 119854864 19783131 276308 141 1.0
00:08:52.507 119856057 19483781 279104 71 1.0
00:08:52.707 119854832 19782121 276310 145 1.0
00:08:52.907 119855567 19888754 275504 148 1.0
00:08:53.107 119854795 19783149 276308 152 1.0
00:08:53.507 119855375 19483671 279099 73 1.0
00:08:53.707 119854801 19791360 276428 148 1.0
00:08:53.907 119855546 19880292 275383 146 1.0
00:08:54.107 119854835 19783168 276308 143 1.0
00:08:54.507 119855269 19483665 279100 72 1.0
00:08:54.707 119855598 19783170 276313 151 1.0
00:08:54.907 119854866 19880361 275381 143 1.0
00:08:55.107 119854909 19791138 276423 148 1.0
00:08:55.507 119855384 19483669 279100 73 1.0
00:08:55.707 119855512 19791335 276430 143 1.0
00:08:55.907 119854776 19880166 275378 143 1.0
00:08:56.107 119854851 19783306 276310 145 1.0
00:08:56.507 119855338 19491846 279217 69 1.0
00:08:56.707 119855616 19783246 276314 143 1.0
00:08:56.907 119854861 19880255 275382 138 1.0
00:08:57.107 119855639 19783373 276315 143 1.0
00:08:57.507 119855339 19483624 279099 75 1.0
00:08:57.707 119855546 19783207 276313 149 1.0
00:08:57.907 119854755 19888760 275502 138 1.0
00:08:58.107 119855698 19783192 276312 151 1.0
