CPU_CYCLES, INSTRUCTIONS, CACHE_MISSES, BRANCH_MISSES, LABEL
00:02:31.686 119847477 31744510 571931 6783 1.0
00:02:31.886 119846692 30295093 575494 6810 1.0
00:02:32.286 119847095 30103779 581397 6826 1.0
00:02:32.486 119847470 30293416 575459 6828 1.0
00:02:32.686 119846718 31705422 571947 6788 1.0
00:02:32.886 119846803 30300891 575647 6831 1.0
00:02:33.286 119847120 30100809 581329 6821 1.0
00:02:33.486 119847403 30301618 575584 6841 1.0
00:02:33.686 119846679 31660254 572080 6781 1.0
00:02:33.886 119847507 30292312 575481 6828 1.0
00:02:34.287 119847908 30107154 581448 6840 1.0
00:02:34.487 119846711 30288943 575377 6828 1.0
00:02:34.687 119846751 31713942 571983 6788 1.0
00:02:34.887 119847620 30296241 575531 6839 1.0
00:02:35.287 119847835 30097312 581237 6840 1.0
00:02:35.487 119846684 30294907 575527 6827 1.0
00:02:35.687 119847456 31726617 572034 6783 1.0
00:02:35.887 119846680 30296453 575588 6830 1.0
00:02:36.287 119847041 30106392 581422 6828 1.0
00:02:36.487 119847473 30292082 575469 6816 1.0
00:02:36.687 119846905 31687228 572076 6791 1.0
00:02:36.887 119846744 30292653 575429 6836 1.0
00:02:37.287 119847017 30102469 581368 6839 1.0
00:02:37.487 119847447 30295002 575495 6837 1.0
00:02:37.687 119846761 31717019 572107 6804 1.0
00:02:37.887 119847415 30286955 575374 6840 1.0
00:02:38.287 119847939 30159617 579600 6831 1.0
00:02:38.487 119846751 30301461 575663 6817 1.0
00:02:38.687 119846744 31705175 572144 6788 1.0
00:02:38.887 119847397 30288937 575435 6818 1.0
00:02:39.287 119847827 30276569 575950 6800 1.0
00:02:39.487 119846677 30296308 575589 6839 1.0
00:02:39.687 119847531 31711871 571973 6793 1.0
00:02:40.087 119847904 30101805 581355 6830 1.0
00:02:40.287 119846820 30291395 575396 6819 1.0
00:02:40.487 119846678 30297299 575551 6821 1.0
00:02:40.687 119847561 31675735 572038 6786 1.0
00:02:41.087 119847929 30102369 581281 6830 1.0
00:02:41.287 119846782 30304659 575742 6835 1.0
00:02:41.487 119847480 30299687 575613 6838 1.0
00:02:41.687 119846704 31737883 572007 6784 1.0
00:02:42.087 119847010 30100882 581266 6827 1.0
00:02:42.287 119847408 30297892 575563 6843 1.0
00:02:42.487 119846698 30291040 575482 6822 1.0
00:02:42.687 119846578 31695218 572101 6787 1.0
00:02:43.087 119847073 30101255 581252 6831 1.0
00:02:43.287 119847530 30293729 575543 6813 1.0
00:02:43.487 119846677 30294458 575479 6831 1.0
00:02:43.687 119847492 31651084 572124 6787 1.0
00:02:44.087 119847781 30102501 581325 6833 1.0
00:02:44.287 119846630 30296286 575572 6820 1.0
00:02:44.487 119846735 30291097 575387 6826 1.0
00:02:44.687 119847659 31754442 571856 6794 1.0
00:02:45.087 119847904 30098866 581278 6832 1.0
00:02:45.287 119846680 30298026 575568 6830 1.0
00:02:45.487 119847536 30295748 575512 6848 1.0
00:02:45.687 119846727 31709253 572044 6786 1.0
00:02:46.087 119847127 30107171 581493 6824 1.0
00:02:46.287 119846724 30299191 575589 6831 1.0
00:02:46.487 119847540 30301393 575583 6819 1.0
00:02:46.687 119846731 31670545 571978 6784 1.0
00:02:47.087 119847109 30104847 581434 6834 1.0
00:02:47.287 119847450 30292942 575434 6816 1.0
00:02:47.487 119846708 30298273 575579 6824 1.0
00:02:47.687 119847569 31701330 572152 6787 1.0
00:02:48.087 119847043 30101905 581320 6833 1.0
00:02:48.287 119847549 30300074 575583 6833 1.0
00:02:48.487 119846859 30290117 575452 6831 1.0
00:02:48.687 119847337 31701569 572099 6785 1.0
00:02:49.087 119847980 30102203 581365 6834 1.0
00:02:49.287 119846750 30293482 575449 6818 1.0
00:02:49.487 119847545 30291800 575470 6843 1.0
00:02:49.687 119846819 31674617 572252 6795 1.0
00:02:50.087 119847136 30104817 581341 6831 1.0
00:02:50.287 119846661 30294772 575528 6828 1.0
00:02:50.487 119847452 30300393 575589 6832 1.0
00:02:50.687 119846772 31700920 572054 6785 1.0
00:02:51.087 119847108 30105629 581449 6849 1.0
00:02:51.287 119847503 30296928 575545 6818 1.0
00:02:51.487 119846722 30296871 575539 6840 1.0
00:02:51.687 119847419 31752649 571827 6797 1.0
00:02:52.087 119847072 30101045 581247 6828 1.0
00:02:52.287 119847419 30295249 575582 6810 1.0
00:02:52.487 119846744 30302749 575603 6819 1.0
00:02:52.687 119847528 31694833 572217 6790 1.0
00:02:53.087 119847736 30097684 581248 6823 1.0
00:02:53.287 119846726 30302868 575696 6830 1.0
00:02:53.487 119847466 30293730 575457 6822 1.0
00:02:53.687 119846655 31706601 572063 6786 1.0
00:02:54.087 119847828 30101296 581264 6828 1.0
00:02:54.287 119846795 30294653 575558 6826 1.0
00:02:54.487 119847366 30296666 575535 6846 1.0
00:02:54.687 119846704 31704690 572069 6785 1.0
00:02:55.087 119847128 30106938 581416 6832 1.0
00:02:55.287 119847444 30293283 575517 6831 1.0
00:02:55.487 119846737 30291889 575409 6831 1.0
00:02:55.687 119847471 31679919 571957 6768 1.0
00:02:56.087 119847050 30102672 581377 6831 1.0
00:02:56.287 119847432 30289693 575352 6825 1.0
00:02:56.487 119846749 30288164 575404 6825 1.0
00:02:56.687 119847564 31662111 572221 6790 1.0
00:02:57.087 119847913 30104607 581335 6829 1.0
00:02:57.287 119846663 30294789 575501 6830 1.0
00:02:57.487 119847487 30304006 575710 6832 1.0
00:02:57.687 119846781 31704234 572041 6798 1.0
00:02:58.087 119847995 30110063 581480 6822 1.0
00:02:58.287 119846748 30294214 575560 6812 1.0
00:02:58.487 119847465 30296692 575535 6816 1.0
00:02:58.687 119846784 31658376 572073 6795 1.0
00:02:59.087 119847185 30105319 581353 6832 1.0
00:02:59.287 119847490 30296364 575528 6817 1.0
00:02:59.487 119846698 30296504 575588 6841 1.0
00:02:59.687 119846745 31711529 572016 6781 1.0
00:03:00.087 119847104 30097089 581200 6851 1.0
00:03:00.287 119847425 30291842 575404 6819 1.0
00:03:00.487 119846638 30291346 575486 6812 1.0
00:03:00.687 119847551 31677475 572045 6781 1.0
00:03:01.087 119847955 30191894 578304 6807 1.0
00:03:01.287 119846794 30296521 575529 6852 1.0
00:03:01.487 119847450 30301296 575655 6820 1.0
00:03:01.887 119847119 30095525 581190 6829 1.0
00:03:02.087 119847503 30294798 575486 6833 1.0
00:03:02.287 119846761 30298357 575576 6818 1.0
00:03:02.487 119847467 30299786 575614 6823 1.0
00:03:02.887 119847923 30107183 581421 6821 1.0
00:03:03.087 119846706 30293162 575517 6850 1.0
00:03:03.287 119847501 30292328 575418 6817 1.0
00:03:03.487 119846854 30294958 575566 6824 1.0
00:03:03.887 119847997 30101560 581304 6835 1.0
00:03:04.087 119846693 30288366 575408 6820 1.0
00:03:04.287 119847398 30292429 575438 6832 1.0
00:03:04.487 119846751 30299177 575588 6821 1.0
00:03:04.887 119847104 30105115 581373 6834 1.0
